Dataset,Classifier,AUC,AUC,F1,F1,LogLoss,LogLoss,Accuracy,Accuracy,Runtime,Runtime
,,mean,std,mean,std,mean,std,mean,std,mean,std
!bodyfat.csv,RandomForest,0.9966092307692307,0.007143181463473943,0.9597600532416681,0.04737970712490863,0.16546592961246376,0.054126903446843115,0.9603137254901961,0.046573807761405815,0.042737483978271484,0.010635807068627413
!bodyfat.csv,MonteCarloRandomForest_Distance_Prob,0.9921353846153845,0.010941773814203198,0.9523265010851218,0.05188891701306342,0.5040560179792697,0.05984207164835385,0.9527843137254901,0.051102117123181516,26.03632526397705,0.9694638405149405
!bodyfat.csv,MonteCarloRandomForest_Depth_Prob,0.9987446153846153,0.001719556843970267,0.9880563385530848,0.010904280620352655,0.6748115544265656,0.010314088147767131,0.988078431372549,0.010884030960541224,3.9160582542419435,1.0050414678637372
!bodyfat.csv,MonteCarloRandomForest_Confidence_Prob,0.995003076923077,0.007141431742814435,0.9723468032915472,0.026438356208468152,0.5232696229974827,0.04644844260759758,0.9723921568627449,0.02639655587847196,32.80368661880493,0.4981136761590166
!bodyfat.csv,MonteCarloRandomForest_Bayes_Prob,0.9993846153846153,0.001376041832307509,0.992070790580383,0.010858305002330537,0.5004941021603664,0.06062769597194217,0.9920784313725489,0.010847940644404797,37.14048562049866,3.753027491184436
!bodyfat.csv,MonteCarloRandomForest_Agreement_Prob,0.9969230769230769,0.006880209161537792,0.9840451186805204,0.016739844083453408,0.37655110212109905,0.08614556309091788,0.9840784313725489,0.01671066855860383,12.677477264404297,0.24345466375161398
!bodyfat.csv,RandomForest_ZooAttack,0.30755358974358976,0.07002295932532328,0.1731847935983752,0.03220076232698813,4.23219976072931,1.7027867902209506,0.18674509803921568,0.0347964918885635,0.0037108421325683593,0.0001587091254637383
!bodyfat.csv,MonteCarloRandomForest_Fix_Prob,0.9984615384615385,0.003440104580768892,0.992070790580383,0.010858305002330537,0.6868442688199241,0.005949956326790909,0.9920784313725489,0.010847940644404797,3.0525718212127684,0.24624846946324916
AP_Colon_Lung.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.9852205314346876,0.010749610469926684,0.918498474188055,0.045671638971125916,0.5980216813674727,0.03445270975961124,0.934469585659712,0.03496374264679566,5.717691707611084,0.653267497741417
AP_Colon_Lung.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.9847994788031086,0.01051124023468957,0.9113636294804974,0.055615247712382375,0.690713759184006,0.00519152449512615,0.9296503085512782,0.041356244838761436,5.122067880630493,0.3916511399274935
AP_Colon_Lung.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.9848810088882685,0.012236906585118784,0.8814394315141112,0.05758172279697618,0.6931471805599454,0.0,0.9101968851013812,0.03811140149183531,45.27486391067505,2.436359175069643
AP_Colon_Lung.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.9832874493927125,0.009111048967151331,0.9325957556353096,0.027338043438510533,0.6821719328986504,0.0049278375077196155,0.9441962973846605,0.022076176545697726,57.614169692993165,2.2157724362744906
AP_Colon_Lung.csv,RandomForest_ZooAttack,0.9888759830611011,0.009971728904950692,0.9398957461569276,0.04327228239341558,0.14429702272148098,0.03265598382986323,0.9490155744930944,0.03599180147649659,0.007658720016479492,0.00022026464014229908
AP_Colon_Lung.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.9848048769137698,0.010409344666765895,0.9173765076567939,0.0610111676024336,0.2651124765939,0.02162737134271859,0.9344989714957391,0.04573834815186319,22.3916476726532,4.0141596572462115
AP_Colon_Lung.csv,FeatureSqueezing_ZooAttack,0.6551338824514868,0.1000182910450729,0.46582424693452423,0.2336872098727754,0.6812128105333752,0.08118390387532763,0.5091389950044078,0.22795150542270903,0.007419586181640625,0.0002490589336083878
AP_Colon_Lung.csv,MonteCarloRandomForest_Fix_Prob,0.9847994788031086,0.009554070428918692,0.9112755785295208,0.05654912539122693,0.6893329916107086,0.006438632168835224,0.9296209227152513,0.04223722006901214,4.860548257827759,0.17694341165378938
AP_Colon_Lung.csv,FeatureSqueezing,0.9888759830611011,0.009971728904950692,0.9398957461569276,0.04327228239341558,0.14429702272148098,0.03265598382986323,0.9490155744930944,0.03599180147649659,0.16508989334106444,0.006248283237760153
AP_Colon_Lung.csv,MonteCarloRandomForest_Agreement_Prob,0.9848048769137698,0.010409344666765895,0.9173765076567939,0.0610111676024336,0.2651124765939,0.02162737134271859,0.9344989714957391,0.04573834815186319,22.37862596511841,0.6998971315023498
AP_Colon_Lung.csv,MonteCarloRandomForest_Bayes_Prob,0.9848048769137698,0.010409344666765895,0.9173765076567939,0.0610111676024336,0.2656371827226461,0.021881223513807908,0.9344989714957391,0.04573834815186319,62.03044066429138,2.5838423661229424
AP_Colon_Lung.csv,MonteCarloRandomForest_Confidence_Prob,0.9823128112057333,0.009654541154805737,0.9264888040180136,0.021526390857094707,0.6829834582965797,0.004769049523589333,0.9393182486041727,0.017251200253606852,56.642501544952395,1.5854619638651777
AP_Colon_Lung.csv,MonteCarloRandomForest_Depth_Prob,0.9855012331890736,0.010950693114173184,0.918498474188055,0.045671638971125916,0.5985516325105775,0.03393671918642719,0.934469585659712,0.03496374264679566,5.369663572311401,0.17023012820967065
AP_Colon_Lung.csv,RandomForest,0.9888759830611011,0.009971728904950692,0.9398957461569276,0.04327228239341558,0.14429702272148098,0.03265598382986323,0.9490155744930944,0.03599180147649659,0.1655041217803955,0.002429842054682903
AP_Colon_Lung.csv,MonteCarloRandomForest_Distance_Prob,0.9840569593745638,0.012235586867008713,0.8739435236977734,0.06231599867297734,0.6928031044976037,0.00076937746482654,0.9053188363208934,0.03989615621768963,45.28003897666931,1.7369206767542644
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Bayes_Prob,0.9894059111932357,0.0017298197360804029,0.9472289047982464,0.0017405022714809442,0.45014905141269085,0.020470350527526583,0.9472538528691746,0.001728227835398424,6445.707161521912,55.731254650315925
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Confidence_Prob,0.9756642859891311,0.0034949666931261437,0.9267595294760816,0.003309030976364459,0.36336849528483095,0.011005231778400699,0.9267862824446951,0.003318146173248899,7134.342827606201,74.66729589323823
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Depth_Prob,0.9724285019471395,0.003647579488631204,0.8989841177530671,0.007466241016416407,0.6704459104546949,0.00310168534357095,0.8992085545396936,0.007429559327022813,515.6261728286743,29.524653078274884
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Distance_Prob,0.9791395807764118,0.002264269873804532,0.9120781101820716,0.007480893127055203,0.36184527983978015,0.016077557975187937,0.9121659060849169,0.007479665503803106,5691.525600624084,108.52099748389857
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Fix_Prob,0.9863756899162068,0.0014598178910402223,0.9337405139681584,0.003721669809737104,0.5735051653628287,0.005618377663210155,0.9337806763589892,0.003718167264782891,453.5226699352264,8.209790545207518
AcousticExtinguisherFire.csv,RandomForest,0.9942878206916278,0.0005698823045256756,0.9653665688755945,0.0016101616149172885,0.1325193772945012,0.015917192644065947,0.9653711303677877,0.0016089077059111435,0.21177549362182618,0.0861775157555582
AcousticExtinguisherFire.csv,RandomForest_ZooAttack,0.9914076830190108,0.0005801096983795141,0.9494192792806565,0.0027408354085667755,0.18193373728770698,0.016743118351292743,0.9494324725677818,0.002737639574667815,0.014419317245483398,0.00024997804294964626
AcousticExtinguisherFire.csv,FeatureSqueezing,0.9942878206916278,0.0005698823045256756,0.9653665688755945,0.0016101616149172885,0.1325193772945012,0.015917192644065947,0.9653711303677877,0.0016089077059111435,0.14513192176818848,0.001906698262077874
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.9849729698815757,0.0011995089513085779,0.9295465156056822,0.005740707578303532,0.5735917387285705,0.006822020268309809,0.9295954060073468,0.005729531107584623,463.4073507785797,9.944135178843844
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.9788779712927091,0.0022810111273222845,0.911166900164638,0.007617945584138383,0.3620129609372482,0.0173215052114591,0.9112487214075167,0.007616438514471178,5678.384713840484,84.06451782144703
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.9707154860328273,0.0031950437353129653,0.8967356793387087,0.006713194513469538,0.6702082779829482,0.0031916054745198316,0.8969725953915452,0.006680624544023142,520.2747814655304,13.627686832287827
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.974702438107186,0.0032040790253485053,0.9226858108370409,0.004120519864357173,0.36156277340310794,0.011404551082063154,0.9227157731638886,0.004130681850449927,6473.406435155868,42.204764067359754
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.9908264061743208,0.000847009091748536,0.9536732789793018,0.002360345074381631,0.2084432305298433,0.023864125109008223,0.9536750823689657,0.002359479402663996,2088.5845374584196,29.878157907732668
AcousticExtinguisherFire.csv,FeatureSqueezing_ZooAttack,0.9212302019124718,0.00937162239016524,0.86162487487165,0.006210478027531157,1.7044409002259773,0.3651852963895472,0.8617699368395033,0.006199999634339728,0.010447359085083008,0.001339836756939163
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Agreement_Prob,0.9926149820526253,0.0008915166059017927,0.9619870253213051,0.003277619144533515,0.15970895045267428,0.01742154710005581,0.961988415097515,0.0032771484507490263,2084.6390464782717,17.761981998527496
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Agreement_Prob,0.8946151674856173,0.007092216683975416,0.7932370120102396,0.011336137022990562,0.6384756478094823,0.11679030238007904,0.8595148616330714,0.006361421881483088,2442.6329333305357,42.05345823752
Kaggle_Surgical-deepnet.csv,FeatureSqueezing,0.8788415469810248,0.00933762763690937,0.7685684225886151,0.01062040171898887,0.5903016834899371,0.11395473848025921,0.846122309531944,0.005930302451640878,0.3143196105957031,0.11138144416814269
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.5355911115072777,0.0222832605657304,0.6488234437384923,0.007127313275797246,0.6798704359362969,0.001945434321836495,0.7148616330714042,0.01133268543402825,6477.309590339661,110.30726046473353
Kaggle_Surgical-deepnet.csv,RandomForest_ZooAttack,0.7496089711924986,0.03326118581326794,0.5752242206045846,0.029307857649420677,0.7060141408655105,0.0986684861091211,0.6510420225486847,0.0358799023554222,0.016762733459472656,0.0002738657461600942
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.7249605999943052,0.04393595492363166,0.7164530832976855,0.021860880297757523,0.6899069993329732,0.0017153771073983744,0.7821660403143149,0.03073073944913208,504.30519037246705,11.622860073075994
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Bayes_Prob,0.8847483289816909,0.01462620863444671,0.791391248724015,0.014161808802619679,0.544942244578362,0.037366052069570624,0.8496071062521352,0.00934202376807063,7594.257509279251,155.5180929095881
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.7408911396103454,0.03502587549911717,0.6404341395803054,0.03897464423483695,0.6928956669423827,0.00034868663588853623,0.6681926887598223,0.05493898371884551,483.8232026576996,11.297872154289422
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.7459728427800496,0.03607894930865395,0.703951965058691,0.01467158894139932,0.6699396328162314,0.0051708084427482615,0.7666552784420909,0.02372416198053601,7033.72007317543,37.36133089242519
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.7969387464546184,0.0398407967473049,0.7261723104288544,0.018072480346827065,0.6858360422670573,0.0854445818320227,0.8032798086778271,0.01334260643429412,2448.0128591537477,95.28220938967036
Kaggle_Surgical-deepnet.csv,FeatureSqueezing_ZooAttack,0.5445678131975472,0.05678466149716678,0.40083742109051945,0.047791989210378596,1.1028368507508133,0.410322718815602,0.40765288691492996,0.04925782991926228,0.009519147872924804,0.00042988081061826874
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Depth_Prob,0.7847564999176717,0.020232531778384084,0.6629070484393126,0.042869160690412585,0.6928777527471633,0.0003375717857142554,0.6933378886231637,0.05570549789328314,473.5676245212555,7.822713348354094
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Confidence_Prob,0.7968722028471997,0.025963457085552123,0.7321058651291252,0.019012127101214842,0.6502712934895103,0.005195926769959632,0.7937137000341646,0.024737441551655304,7523.156263637543,29.586868400166228
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Distance_Prob,0.5559850249027845,0.022670556115940592,0.6832182248978728,0.011423203560094011,0.6686090360153588,0.0019651610947946825,0.7473864024598564,0.01405659405056242,6565.255062389374,102.91343757066637
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Fix_Prob,0.7907037032910302,0.027499030012359916,0.7664473950655981,0.017850912784152462,0.6898539925779137,0.0016904384791512825,0.8309531943969934,0.02118953548731755,493.17021760940554,11.616418327516424
Kaggle_Surgical-deepnet.csv,RandomForest,0.8788415469810248,0.00933762763690937,0.7685684225886151,0.01062040171898887,0.5903016834899371,0.11395473848025921,0.846122309531944,0.005930302451640878,0.3556524753570557,0.15230924093734607
MIMIC2.csv,MonteCarloRandomForest_Fix_Prob,0.7638920331063459,0.046908454451319415,0.5004287857026875,0.02533490954311673,0.6184693026659065,0.03697754181199643,0.8690515686981609,0.0033569078986013133,29.57466697692871,1.7281200600745874
MIMIC2.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.7490660505720641,0.044216638625722865,0.482566122961342,0.01680252608731434,0.6827339550694391,0.02130743901090773,0.8673494410385864,0.001644997718752096,281.4889030456543,16.89110702526931
MIMIC2.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.7618456709018424,0.0438975700801327,0.4945115983155973,0.021494742926373597,0.6179219494913049,0.037094907835154955,0.8682005048683736,0.0028094147291136823,30.657562971115112,1.873523268264037
MIMIC2.csv,RandomForest_ZooAttack,0.7144564586819155,0.03290516350227489,0.5390980822516246,0.015854076518287265,0.8818486503069158,0.25547273216587496,0.8656581319870178,0.008020210139122337,0.004471635818481446,0.00023192304995845337
MIMIC2.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.7400137227443814,0.04896688555669013,0.5172043031041932,0.024499927073733423,0.9416302282677288,0.2667985365998586,0.8698990263252796,0.004809037232969929,167.40864171981812,18.67675367610062
MIMIC2.csv,FeatureSqueezing_ZooAttack,0.5176211391119295,0.02083327362665623,0.3947783832763528,0.15369199182623958,0.6769303269451303,0.1379477520505263,0.7184132708258204,0.3254977682319575,0.004198217391967773,7.845811714915691e-05
MIMIC2.csv,RandomForest,0.7159000318008182,0.03335445601337966,0.5583388979672581,0.04465506368894695,0.8806987202983241,0.2552281629469373,0.8690623873061666,0.011172103752130524,0.07271814346313477,0.005104676979930115
MIMIC2.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.7687797414572058,0.04595567607007394,0.48162875243462777,0.026005942068329693,0.6902405971292148,0.004605562976977276,0.8664983772087991,0.002182274110408551,30.850929832458498,2.2660740433785063
MIMIC2.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.7544778054436457,0.030654774965603915,0.5398948190390879,0.03548739572598847,0.6897015605850819,0.005713027438722553,0.8750018031013344,0.0037221182866557226,330.2201279163361,6.650329826982182
MIMIC2.csv,MonteCarloRandomForest_Distance_Prob,0.7519632404546913,0.0519460376349144,0.482566122961342,0.01680252608731434,0.6823815628820756,0.02196048089462883,0.8673494410385864,0.001644997718752096,272.7655682563782,24.38116096569054
MIMIC2.csv,MonteCarloRandomForest_Depth_Prob,0.7611393052076225,0.04296012250439809,0.48221058972506425,0.027129571833397845,0.6908329192764022,0.003595044963092285,0.8673494410385864,0.003429269313476431,28.835414838790893,0.7515118686136255
MIMIC2.csv,MonteCarloRandomForest_Confidence_Prob,0.7544245906788745,0.04499085360864429,0.5404563209101058,0.03166013099284933,0.6896093982939655,0.006329234048901365,0.8749981968986658,0.004903036700425024,318.9590192317963,11.814555144471267
MIMIC2.csv,MonteCarloRandomForest_Bayes_Prob,0.7536759740047299,0.04076111859772563,0.5172043031041932,0.024499927073733423,0.6594380510103781,0.16302833030517389,0.8698990263252796,0.004809037232969929,486.79782185554507,45.34275761598061
MIMIC2.csv,MonteCarloRandomForest_Agreement_Prob,0.7412787010660772,0.050231810937325,0.5172043031041932,0.024499927073733423,0.9412636045093523,0.2671337666343621,0.8698990263252796,0.004809037232969929,166.63110466003417,36.463805471034476
MIMIC2.csv,FeatureSqueezing,0.7159000318008182,0.03335445601337966,0.5583388979672581,0.04465506368894695,0.8806987202983241,0.2552281629469373,0.8690623873061666,0.011172103752130524,0.0727996826171875,0.0053459755843424245
MaternalBinary.csv,MonteCarloRandomForest_Fix_Prob,0.9661746310068458,0.010505437405039533,0.8925004563456103,0.01610661472484608,0.6600666174396987,0.010107278742023548,0.9171584646149344,0.011771061838402801,19.690984773635865,1.0426520630517908
MaternalBinary.csv,RandomForest,0.9781691178671045,0.01716014560274982,0.9345036169466111,0.021044597064955782,0.37477679477066855,0.2549441771417443,0.948739208896259,0.016511526015617013,0.029317569732666016,0.0005943287513059518
MaternalBinary.csv,MonteCarloRandomForest_Distance_Prob,0.9424458839559511,0.011898023198184176,0.8642490775857145,0.029181424537993876,0.49117613073310534,0.049995836759984986,0.8954348144174024,0.021803913342164017,193.13142848014832,13.096991010228995
MaternalBinary.csv,MonteCarloRandomForest_Depth_Prob,0.9565364601941784,0.015213317118852274,0.8808846525081645,0.015301559828796973,0.6729648555380869,0.00973376645895512,0.9092766912159196,0.011279073198421393,21.13675184249878,0.26557845171143063
MaternalBinary.csv,RandomForest_ZooAttack,0.9541985518160014,0.018995099158774627,0.8518508802003166,0.026195795857283318,0.5781382024599391,0.2725711396972103,0.8816904843193679,0.021868183051805698,0.0042325019836425785,0.000197786325460984
MaternalBinary.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.9584674134170779,0.01732725670625114,0.8806762179375717,0.017844859657720705,0.6005997173220252,0.28282461339280934,0.907306247866166,0.013603262489519034,95.18503313064575,2.632416486439806
MaternalBinary.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.9450589851596563,0.01911171853275445,0.869277855760275,0.01762352311735474,0.672351422027476,0.009386083106157368,0.9003950641369556,0.012258053884084165,21.029239988327028,0.5209700098117152
MaternalBinary.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.9580833365397124,0.008322850865980051,0.8701181365539007,0.018326311604986885,0.6608218330979609,0.01102349821408936,0.8994000877920305,0.0133909540275709,19.046069955825807,0.33799427096048823
MaternalBinary.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.9400223713646533,0.012054481860817897,0.8589111872822439,0.023911052375970476,0.4906879628109861,0.049138385436483877,0.8914939277178948,0.017990571053285314,205.16568059921264,9.109059764742529
MaternalBinary.csv,FeatureSqueezing_ZooAttack,0.8824340218803307,0.03929662648037081,0.823538316907593,0.027659256601818533,1.6452536631165635,0.8362622058281588,0.8757255035848412,0.019013694911868512,0.004134988784790039,0.00016330477051233652
MaternalBinary.csv,MonteCarloRandomForest_Confidence_Prob,0.9344390210833164,0.016679656944058225,0.8937139209383069,0.020251103497462786,0.5202405595115585,0.051147069790708155,0.9161878749451301,0.014274668988150652,237.55509748458863,27.802143066828826
MaternalBinary.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.9180845916080816,0.024314786807115758,0.8635395356192228,0.009842404458026383,0.5228854242693076,0.051984142172656865,0.8915183143930158,0.006970699774982867,253.2125780582428,13.791498545630304
MaternalBinary.csv,MonteCarloRandomForest_Bayes_Prob,0.9791525295887713,0.007969342653267946,0.9047172273238303,0.018555960271789955,0.256200176042665,0.03673967472895703,0.9260498463639466,0.014287070516787974,275.23190650939944,8.058657652469151
MaternalBinary.csv,FeatureSqueezing,0.9781691178671045,0.01716014560274982,0.9345036169466111,0.021044597064955782,0.37477679477066855,0.2549441771417443,0.948739208896259,0.016511526015617013,0.03321399688720703,0.006538938213823646
MaternalBinary.csv,MonteCarloRandomForest_Agreement_Prob,0.9735826644215905,0.016857601583200165,0.9156756476425375,0.016453422075882938,0.40531560866474214,0.24679588338822153,0.9349265961078868,0.012675789309715423,94.69901762008666,9.435893530167688
Mesothelioma.csv,FeatureSqueezing_ZooAttack,0.5195746249682176,0.035491542644121625,0.43127463351552986,0.03423520269098956,0.6739507783076853,0.06004001662068531,0.6542307692307693,0.0815937765929377,0.003941154479980469,8.499975116893874e-05
Mesothelioma.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.6278665141113653,0.03226679601190058,0.4972303992303992,0.0500016783141555,0.836668216521441,0.28779663557483015,0.7099038461538462,0.024822781636345326,32.1906982421875,2.7282624267272433
Mesothelioma.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.6214833460462751,0.07002596275990246,0.5031306750560901,0.036773924197288255,0.6824653750526636,0.010216726342047552,0.7222596153846154,0.009499907543928786,77.63657402992249,7.525186870104005
Mesothelioma.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.6306941266209001,0.035698708568735325,0.4707892256982468,0.015707005093153353,0.6870978568938929,0.004908377182257465,0.7129807692307693,0.0074013482299714415,7.120784711837769,0.5809735140051471
Mesothelioma.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.6795031782354436,0.06237293397461637,0.4508149657239868,0.03675637466899133,0.6667915486597913,0.012838288302824822,0.7098557692307692,0.007650880030211301,68.8074426651001,4.278709885607868
Mesothelioma.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.6283132468853292,0.03831275066348157,0.48214789760737736,0.02446587453128343,0.6723861107405036,0.008990701028446735,0.7191346153846154,0.012758061032217084,6.323453569412232,0.3342617593910109
Mesothelioma.csv,RandomForest_ZooAttack,0.6302316297991355,0.044939309003119834,0.5569048552098732,0.0360058615881003,0.796588085573596,0.3147554642218966,0.7160096153846154,0.028395722042685336,0.004118204116821289,0.00023174561834458484
Mesothelioma.csv,MonteCarloRandomForest_Agreement_Prob,0.6277800661072972,0.04234988472378548,0.5070568344773952,0.04724542978097737,0.8370671647532444,0.28941940843473435,0.7130288461538462,0.027094449433209745,28.466575336456298,2.740900355692526
